id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
1161420222675639710,4.81,52,Maisonette Zimmer Novara,"This guesthouse – in a prime location in the district of Ludwigsvorstadt – is 1.3 km from Sendlinger Tor, 2 km from Karlsplatz (Stachus) and 1.6 km from Asamkirche. The property is 1.9 km from Marienplatz and City Hall, 1.8 km from Munich Central Station and 2.9 km from Deutsches Museum. The property offers a shared kitchen and free Wi-Fi throughout the property, subway proximity ,U3-U6",,2017-07-27,within an hour,96%,48.1268208,11.5560318,3.0,1.0,2.0,129.0,1,365,1.85806009795201
1161531855890023587,4.83,12,Modernes Apartment in Top-Lage!,"Cozy one-bedroom apartment 20 sqm with a sofa bed, fully equipped kitchen with microwave, bathroom with shower and balcony. Living, sleeping and cooking areas are integrated in one room.<br /><br />Kitchen utensils, kettle, travel ironing board, iron, hair dryer, hand and bath towel. <br />Washing machine and dryer for a fee.",,2016-11-02,within an hour,100%,48.13191,11.69621,1.0,0.0,1.0,120.0,2,31,8.983056163553792
1161536115135461477,4.0,2,Helle gemütl. 3 Zi Whg. +2 Balk.,"In this beautiful and bright, as well as spacious 3-room apartment you will find space for up to 6 people.<br />There are 2 bedrooms with 2 double beds each and a living/sleeping landscape in the living room.<br />Child-friendly with 2 playgrounds.<br />Shopping in direct area.<br />Good public transport connection to the bus and tram.",,2024-04-02,,,48.12743351341169,11.49110218339593,1.0,2.0,2.0,126.0,3,10,6.355724578192434
1161605558834195550,5.0,2,Apartment in Schwabing,Enjoy a stylish experience at this centrally-located home.,,2015-05-26,within a day,80%,48.16327482039664,11.538568142223005,1.0,1.0,0.0,75.0,2,6,3.97153582614221
1161678679346418252,5.0,7,Maisonette Wohnung in der City,"Stylish old building apartment in the middle of the city, bright, stylish and quietly located, a 10-minute walk to Marienplatz and 5 minutes to the Isar.<br />Attic apartment over 2 floors, 2 bedrooms one with 180/200 m bed and a children's room with a 90/200 m bed with additional guest mattress.<br />1 bathroom, 1 toilet on the upper floor, spacious dining area with 6 seats, view of the European Patent Office and the courtyard.<br />1 workplace, 2nd living room on upper floor with TV.<br />Free parking in the yard.",,2024-05-21,within a few hours,100%,48.13169,11.57983,1.5,2.0,2.0,269.0,3,14,0.7116051685809868
1161728281232380853,4.82,51,"Cozy, private bedroom with special winter garden","Stylish private master bedroom with a king-sized bed with direct access to an indoor winter-garden style balcony, where you can enjoy your coffee ☕️ while reading your book 📖 in a recliner leather chair covered with a blanket and radiator heater under your feet. Projector TV (110’ inches), espresso, coffee machines, e-piano with amplifier & speakers available at your usage. <br />Fridge, dishwasher and washing machine with detergents. <br />Walk to OlympiaPark and BMW Welt & Museum.",,2024-05-21,within a few hours,100%,48.17722362213104,11.567441448569298,1.0,1.0,2.0,116.0,1,3,4.470067886193176
1162170871690284656,5.0,11,Modernes Gästezimmer mit Bad Nähe Messe München,"A modern, stylish guest room awaits you with its own bathroom in the basement (taghell by descent) in a modern DHH in Munich East/Waldtrudering.<br />Good connection by bus, S-Bahn and U-Bahn (München Messe in 20 min. or 10 min. <br />/ downtown in 30 min)<br />Waldtrudering is very green, nearby swimming lake with large park.<br />Free street parking.<br /> Bike rental possible for a fee (ideal for the fair by bike through Riemer Park, 10 minutes)",,2017-06-13,within a few hours,83%,48.11094,11.69987,1.0,1.0,1.0,162.0,2,14,9.692543936287596
1162189442677980153,,0,Luxuswohnung in Au-Haidhausen,"Newly renovated luxury apartment in the heart of Haidhausen, yet completely quietly located in a green courtyard. Only a three-minute walk to the Rosenheimer Platz S-Bahn (suburban train) stop. All shops serving daily needs and countless restaurants within walking distance. High quality equipped kitchen with granite countertops, side-by-side refrigerator from LG with filtered water, ice and crushed ice maker, Bora stove, Miele Combi steamer/oven. Washing machine and laundry dryer from Miele.",,2024-05-21,,,48.12913,11.59371,1.0,1.0,1.0,270.0,3,365,1.6370911631366472
1162413990438594991,5.0,2,Quiet green retreat near Messe,"Stylish and spacious 2-bedroom flat in quiet green complex. Enjoy ample natural light, sweet balcony & fully equipped kitchen. Relax in the elegant living area or gather around the large dining table. The bathroom (with washing machine) offer convenience for families or groups. Well-connected with public transport and walking distance to Messe. Modern furnishings and amenities ensure a comfortable stay. Perfect for families, couples, or groups! (3 guests, car-free zone with nearby parking).","Riem Arcaden: Discover a shopping mall with a variety of shops, restaurants, and a cinema.<br />Golfplatz Aschheim: Tee off at this scenic golf course, perfect for a round of golf with friends or family.<br />Trabrennbahn Daglfing: Experience the thrill of horse racing at this historic track.<br />Therme Erding: Indulge in a relaxing day at this thermal spa, offering pools, saunas, and wellness treatments.<br />Englischer Garten: Stroll through one of Munich's largest parks, offering beer gardens, meadows, and the Chinese Tower.",2013-05-14,,,48.13829680903808,11.67914525012623,1.5,2.0,3.0,720.0,3,15,7.6962813446517595
1163019612889428210,4.84,19,Tolles WG-Zimmer,"Hallo,<br /><br />I offer a shared room (fully equipped: bed, sofa, closet and office) of 18m2 near Olympic center (6 minutes) in a complete renovated house with bathroom and kitchen, with access to a cinema room, a laundry room and a large garden. Number of guests maximum 2 persons (90x200 bed + a sofa with sleeping function).<br />Free parking!",,2019-09-13,within an hour,100%,48.20019895648389,11.551155962345838,1.0,1.0,1.0,56.0,2,7,7.2136556910311525
1163100771377869953,5.0,6,Alpine & Munich skyline view apt,Discover the modern 3-room apartment with an unparalleled panoramic view that stretches across the entire Munich skyline to the snow-capped peaks of the Alps. A sight that enchants anew every day.,,2024-05-01,,,48.18586,11.49363,1.5,2.0,2.0,200.0,2,99,8.116568628623535
1163478720878805118,4.77,13,Zimmer in Neubauwohnnung,"Well located apartment in Pasing, right by the train station.<br />Room has an en-suite bathroom.",,2018-08-07,within an hour,100%,48.14934560152689,11.46616056854104,1.0,1.0,1.0,138.0,1,5,8.216496490766797
1163479069124483774,5.0,11,Wohnung Schwabing West,Keep it simple at this peaceful and centrally-located place.,,2015-04-11,,,48.16156534276201,11.566024711172116,1.0,0.0,2.0,180.0,3,365,2.7786060073397354
1163688686188362557,5.0,3,Zimmer - Nähe München Zentrum,"We are a young couple and live here with our dog. The house is only a 10-minute walk from the S-Bahn. From there, you can reach Munich Central Station in 15 minutes (without changing trains). <br />We welcome guests who want to attend a concert or get to know the city. We also have some tips on what to see in Munich.<br />The guest room and bathroom in the attic, you have for yourself.",,2024-05-24,within a few hours,67%,48.1562,11.41895,1.0,1.0,0.0,115.0,1,365,11.797251504534728
1163692414434986677,4.69,16,Homely Stay Studio3 - with historical mural,"Welcome to Homely Stay, your home away from home in a beautiful listed building near the city center. <br /><br />It's the perfect place for a good rest after a long trip, an exciting day of sightseeing or a busy day at work.<br /><br />Check-in is flexible, easy and keyless. Public parking is available around the house for a fee.","During your stay you will have the entire studio at your disposal, including your own bathroom. There are no shared rooms, except for the entrance area.<br /><br />Access is 24/7 with your personalized access code.<br /><br />The access code will be sent before check-in.  You will find detailed check-in instructions with video in our digital guest folder after your booking.",2018-03-23,within an hour,100%,48.11337,11.5779,1.0,1.0,1.0,234.0,1,45,2.6759061979992556
1164253693034521101,4.73,11,Sunny Loft in Central Munich,"Bright and beautiful loft apartment above the rooftops of Munich. Only 100 meters away from the world-famous Oktoberfest. A perfect oasis in the middle of Munich for business travelers or romantic days as a couple or family. A double bed, daybed and a couch with a view of the sky help you relax. Centrally located, sights, the train station, parks and the Isar can be reached quickly. There are numerous cafes, restaurants and bars in the nearby area.",,2014-08-01,within a day,78%,48.13544742865958,11.545926891879224,2.0,1.0,1.0,357.0,2,365,2.2004186257203324
1164952436730836595,,0,Lichtdurchflutete  Wohnung Nahe Deutsches Museum,Beautiful apartment 15 minutes walk from Marienplatz,,2012-06-27,,,48.12606,11.59041,1.0,1.0,3.0,135.0,180,730,1.6788997180993055
1165138178044579746,5.0,1,Dachterassen Maisonette Wohnung,Enjoy the simple life at this quiet and centrally located home.<br />We rent during our vacation <br />The minimum rental period is 7 days<br />There is a bedroom downstairs with 180cm<br />upstairs living room with futon 160cm.<br />On the lower floor Italian flair with terracotta stones upstairs oak parquet. <br />There is also a nice courtyard (garden).<br /><br />Bose sound system available<br />Netflix/Prime and Disney streaming services available,,2013-06-06,within a few hours,100%,48.12105743493999,11.545383536645948,1.0,1.0,2.0,160.0,7,1125,2.8755928954338397
1165995592548515832,4.5,2,Oktoberfest Wohnung vermieten,"Our cozy 1-room apartment is located in one of the most popular areas of Munich. The central location allows you to easily walk to many attractions, restaurants and shops. The connection to public transport is excellent – the nearest metro station is only a few minutes walk away.",,2024-05-27,within an hour,83%,48.11590933406952,11.54874075204134,1.0,1.0,1.0,251.0,3,30,3.102492389748196
1166039375404919535,4.91,11,Zauberhafte Souterrainwohnung,"Welcome to our cozy basement apartment, perfect for a pleasant stay for two! This stylishly furnished accommodation offers a quiet atmosphere and all the amenities you need for a relaxing stay. Directly at Nymphenburg Castle Park, which invites you to relax. By public transport you can reach Marienplatz in 10 minutes or at the Olympia Stadium in 15 minutes.",,2014-04-04,within a few hours,100%,48.16485783846464,11.485498231861609,1.0,1.0,1.0,128.0,2,21,7.338589360208346
1166366904383179268,4.79,19,Sua casa em Munique!,"Embrace simplicity in this quiet and well-located place.<br />Easy access.<br />close to a pleasant park.<br />It is 4 stations from Marienplatz and has surface and subway trains, in addition to being near the ISAR River and 5 pradera stations of tereza de Monique ( Oktoberfest ) whole apartment with equipped kitchen, including a dishwasher and bedroom with double bed and 2 single beds. <br />Perfect for 4 people.<br /><br />NO LOCKERS  AVAILABLE FOR GUESTS!<br />THANKS FOR UNDERSTANDING.",,2024-05-28,within an hour,100%,48.10985577113127,11.539271123152522,1.0,1.0,3.0,140.0,2,15,4.070952498944876
1166522433563880575,,0,Apartment with Easy Connectivity,"Nicely furnished apartment with one-bedroom and living area. Convenient location with 3 mins walks to U-bahn, S-bahn, Tram and Bus Stations.<br />Quiet neighborhood, Supermarkets, bakeries, bars and restaurants are within 500 meters.",,2024-05-28,,,48.18088787834333,11.509078049618909,1.0,1.0,1.0,70.0,107,115,6.90173319563102
1166626527388088751,,0,New Munich Center,"Only 10 minutes from the Main Station with subway, perfect location for business or holidays trip.<br />Olympiapark is only 10 minutes within foot, English Garden is 20 min and 10 minutes from City Center.",,2024-05-28,a few days or more,0%,48.18235126106043,11.570514495902373,1.0,1.0,0.0,165.0,1,365,5.014023663310973
1166703319106212748,,0,Schönes Business Apartment,Enjoy a stylish and quiet experience at this centrally located place.,,2014-12-06,a few days or more,0%,48.147758292604586,11.604017200146489,1.0,1.0,1.0,127.0,14,65,2.414277505114821
